State,Source,Type,Category,Withdrawal_MGD,Population
Delaware,Groundwater,Fresh,Livestock,1.31,898000
District Of Columbia,Groundwater,Fresh,Livestock,0.0,602000
Florida,Groundwater,Fresh,Livestock,19.1,18800000
Georgia,Groundwater,Fresh,Livestock,2.38,9690000
Hawaii,Groundwater,Fresh,Livestock,0.63,1360000
Idaho,Groundwater,Fresh,Livestock,38.5,1570000
Illinois,Groundwater,Fresh,Livestock,36.0,12800000
Indiana,Groundwater,Fresh,Livestock,26.2,6480000
Iowa,Groundwater,Fresh,Livestock,102.0,3050000
Kansas,Groundwater,Fresh,Livestock,91.0,2850000
Kentucky,Groundwater,Fresh,Livestock,2.21,4340000
Louisiana,Groundwater,Fresh,Livestock,4.15,4530000
Maine,Groundwater,Fresh,Livestock,1.71,1330000
Maryland,Groundwater,Fresh,Livestock,6.02,5770000
Massachusetts,Groundwater,Fresh,Livestock,0.9,6550000
Michigan,Groundwater,Fresh,Livestock,17.7,9880000
Minnesota,Groundwater,Fresh,Livestock,59.3,5300000
Mississippi,Groundwater,Fresh,Livestock,7.35,2970000
Missouri,Groundwater,Fresh,Livestock,18.4,5990000
Montana,Groundwater,Fresh,Livestock,12.4,989000
Nebraska,Groundwater,Fresh,Livestock,93.0,1830000
Nevada,Groundwater,Fresh,Livestock,5.06,2700000
New Hampshire,Groundwater,Fresh,Livestock,0.67,1320000
New Jersey,Groundwater,Fresh,Livestock,0.98,8790000
New Mexico,Groundwater,Fresh,Livestock,32.8,2060000
New York,Groundwater,Fresh,Livestock,14.6,19400000
North Carolina,Groundwater,Fresh,Livestock,56.9,9540000
North Dakota,Groundwater,Fresh,Livestock,12.9,673000
Ohio,Groundwater,Fresh,Livestock,7.7,11500000
Oklahoma,Groundwater,Fresh,Livestock,32.5,3750000
Oregon,Groundwater,Fresh,Livestock,3.0,3830000
Pennsylvania,Groundwater,Fresh,Livestock,45.6,12700000
Rhode Island,Groundwater,Fresh,Livestock,0.17,1050000
South Carolina,Groundwater,Fresh,Livestock,5.23,4630000
South Dakota,Groundwater,Fresh,Livestock,19.1,814000
Tennessee,Groundwater,Fresh,Livestock,14.0,6350000
Texas,Groundwater,Fresh,Livestock,131.0,25100000
Utah,Groundwater,Fresh,Livestock,7.77,2760000
Vermont,Groundwater,Fresh,Livestock,4.22,626000
Virginia,Groundwater,Fresh,Livestock,6.52,8000000
Washington,Groundwater,Fresh,Livestock,19.2,6720000
West Virginia,Groundwater,Fresh,Livestock,1.66,1850000
Wisconsin,Groundwater,Fresh,Livestock,65.8,5690000
Wyoming,Groundwater,Fresh,Livestock,6.14,564000
Puerto Rico,Groundwater,Fresh,Livestock,5.57,3730000
U.S. Virgin Islands,Groundwater,Fresh,Livestock,0.01,106000
Alabama,Groundwater,Saline,Livestock,0.0,4780000
Alaska,Groundwater,Saline,Livestock,0.0,710000
Arizona,Groundwater,Saline,Livestock,0.0,6390000
Arkansas,Groundwater,Saline,Livestock,0.0,2920000
California,Groundwater,Saline,Livestock,0.0,37300000
Colorado,Groundwater,Saline,Livestock,0.0,5030000
Connecticut,Groundwater,Saline,Livestock,0.0,3570000
Delaware,Groundwater,Saline,Livestock,0.0,898000
District Of Columbia,Groundwater,Saline,Livestock,0.0,602000
Florida,Groundwater,Saline,Livestock,0.0,18800000
Georgia,Groundwater,Saline,Livestock,0.0,9690000
Hawaii,Groundwater,Saline,Livestock,0.0,1360000
Idaho,Groundwater,Saline,Livestock,0.0,1570000
Illinois,Groundwater,Saline,Livestock,0.0,12800000
Indiana,Groundwater,Saline,Livestock,0.0,6480000
Iowa,Groundwater,Saline,Livestock,0.0,3050000
Kansas,Groundwater,Saline,Livestock,0.0,2850000
Kentucky,Groundwater,Saline,Livestock,0.0,4340000
Louisiana,Groundwater,Saline,Livestock,0.0,4530000
Maine,Groundwater,Saline,Livestock,0.0,1330000
Maryland,Groundwater,Saline,Livestock,0.0,5770000
Massachusetts,Groundwater,Saline,Livestock,0.0,6550000
Michigan,Groundwater,Saline,Livestock,0.0,9880000
Minnesota,Groundwater,Saline,Livestock,0.0,5300000
Mississippi,Groundwater,Saline,Livestock,0.0,2970000
Missouri,Groundwater,Saline,Livestock,0.0,5990000
Montana,Groundwater,Saline,Livestock,0.0,989000
Nebraska,Groundwater,Saline,Livestock,0.0,1830000
Nevada,Groundwater,Saline,Livestock,0.0,2700000
New Hampshire,Groundwater,Saline,Livestock,0.0,1320000
New Jersey,Groundwater,Saline,Livestock,0.0,8790000
New Mexico,Groundwater,Saline,Livestock,0.0,2060000
New York,Groundwater,Saline,Livestock,0.0,19400000
North Carolina,Groundwater,Saline,Livestock,0.0,9540000
North Dakota,Groundwater,Saline,Livestock,0.0,673000
Ohio,Groundwater,Saline,Livestock,0.0,11500000
Oklahoma,Groundwater,Saline,Livestock,0.0,3750000
Oregon,Groundwater,Saline,Livestock,0.0,3830000
Pennsylvania,Groundwater,Saline,Livestock,0.0,12700000
Rhode Island,Groundwater,Saline,Livestock,0.0,1050000
South Carolina,Groundwater,Saline,Livestock,0.0,4630000
South Dakota,Groundwater,Saline,Livestock,0.0,814000
Tennessee,Groundwater,Saline,Livestock,0.0,6350000
Texas,Groundwater,Saline,Livestock,0.0,25100000
Utah,Groundwater,Saline,Livestock,0.0,2760000
Vermont,Groundwater,Saline,Livestock,0.0,626000
Virginia,Groundwater,Saline,Livestock,0.0,8000000
Washington,Groundwater,Saline,Livestock,0.0,6720000
West Virginia,Groundwater,Saline,Livestock,0.0,1850000
Wisconsin,Groundwater,Saline,Livestock,0.0,5690000
Wyoming,Groundwater,Saline,Livestock,0.0,564000
Puerto Rico,Groundwater,Saline,Livestock,0.0,3730000
U.S. Virgin Islands,Groundwater,Saline,Livestock,0.0,106000
Alabama,Groundwater,Fresh,Aquaculture,32.4,4780000
Alaska,Groundwater,Fresh,Aquaculture,429.0,710000
Arizona,Groundwater,Fresh,Aquaculture,39.5,6390000
Arkansas,Groundwater,Fresh,Aquaculture,181.0,2920000
California,Groundwater,Fresh,Aquaculture,171.0,37300000
Colorado,Groundwater,Fresh,Aquaculture,23.0,5030000
Connecticut,Groundwater,Fresh,Aquaculture,6.67,3570000
Delaware,Groundwater,Fresh,Aquaculture,0.06,898000
District Of Columbia,Groundwater,Fresh,Aquaculture,0.0,602000
Florida,Groundwater,Fresh,Aquaculture,1.86,18800000
Georgia,Groundwater,Fresh,Aquaculture,3.92,9690000
Hawaii,Groundwater,Fresh,Aquaculture,2.14,1360000
Idaho,Groundwater,Fresh,Aquaculture,65.6,1570000
Illinois,Groundwater,Fresh,Aquaculture,4.78,12800000
Indiana,Groundwater,Fresh,Aquaculture,6.6,6480000
Iowa,Groundwater,Fresh,Aquaculture,14.4,3050000
Kansas,Groundwater,Fresh,Aquaculture,4.37,2850000
Kentucky,Groundwater,Fresh,Aquaculture,0.53,4340000
Louisiana,Groundwater,Fresh,Aquaculture,197.0,4530000
Maine,Groundwater,Fresh,Aquaculture,25.8,1330000
Maryland,Groundwater,Fresh,Aquaculture,5.06,5770000
Massachusetts,Groundwater,Fresh,Aquaculture,7.23,6550000
Michigan,Groundwater,Fresh,Aquaculture,4.21,9880000
Minnesota,Groundwater,Fresh,Aquaculture,1.69,5300000
Mississippi,Groundwater,Fresh,Aquaculture,113.0,2970000
Missouri,Groundwater,Fresh,Aquaculture,10.5,5990000
Montana,Groundwater,Fresh,Aquaculture,2.45,989000
Nebraska,Groundwater,Fresh,Aquaculture,6.07,1830000
Nevada,Groundwater,Fresh,Aquaculture,10.6,2700000
New Hampshire,Groundwater,Fresh,Aquaculture,8.09,1320000
New Jersey,Groundwater,Fresh,Aquaculture,9.16,8790000
New Mexico,Groundwater,Fresh,Aquaculture,15.8,2060000
New York,Groundwater,Fresh,Aquaculture,3.36,19400000
North Carolina,Groundwater,Fresh,Aquaculture,11.5,9540000
North Dakota,Groundwater,Fresh,Aquaculture,0.0,673000
Ohio,Groundwater,Fresh,Aquaculture,15.4,11500000
Oklahoma,Groundwater,Fresh,Aquaculture,3.25,3750000
Oregon,Groundwater,Fresh,Aquaculture,33.4,3830000
Pennsylvania,Groundwater,Fresh,Aquaculture,47.9,12700000
Rhode Island,Groundwater,Fresh,Aquaculture,5.6,1050000
South Carolina,Groundwater,Fresh,Aquaculture,2.0,4630000
South Dakota,Groundwater,Fresh,Aquaculture,24.8,814000
Tennessee,Groundwater,Fresh,Aquaculture,15.4,6350000
Texas,Groundwater,Fresh,Aquaculture,9.13,25100000
Utah,Groundwater,Fresh,Aquaculture,97.1,2760000
Vermont,Groundwater,Fresh,Aquaculture,5.97,626000
Virginia,Groundwater,Fresh,Aquaculture,9.39,8000000
Washington,Groundwater,Fresh,Aquaculture,86.4,6720000
West Virginia,Groundwater,Fresh,Aquaculture,11.7,1850000
Wisconsin,Groundwater,Fresh,Aquaculture,25.5,5690000
Wyoming,Groundwater,Fresh,Aquaculture,2.1,564000
Puerto Rico,Groundwater,Fresh,Aquaculture,0.01,3730000
U.S. Virgin Islands,Groundwater,Fresh,Aquaculture,0.0,106000
Alabama,Groundwater,Saline,Aquaculture,0.0,4780000
Alaska,Groundwater,Saline,Aquaculture,0.0,710000
Arizona,Groundwater,Saline,Aquaculture,0.0,6390000
Arkansas,Groundwater,Saline,Aquaculture,0.0,2920000
California,Groundwater,Saline,Aquaculture,0.0,37300000
Colorado,Groundwater,Saline,Aquaculture,0.0,5030000
Connecticut,Groundwater,Saline,Aquaculture,0.0,3570000
Delaware,Groundwater,Saline,Aquaculture,0.0,898000
District Of Columbia,Groundwater,Saline,Aquaculture,0.0,602000
Florida,Groundwater,Saline,Aquaculture,0.0,18800000
Georgia,Groundwater,Saline,Aquaculture,0.0,9690000
Hawaii,Groundwater,Saline,Aquaculture,0.0,1360000
Idaho,Groundwater,Saline,Aquaculture,0.0,1570000
Illinois,Groundwater,Saline,Aquaculture,0.0,12800000
Indiana,Groundwater,Saline,Aquaculture,0.0,6480000
Iowa,Groundwater,Saline,Aquaculture,0.0,3050000
Kansas,Groundwater,Saline,Aquaculture,0.0,2850000
Kentucky,Groundwater,Saline,Aquaculture,0.0,4340000
Louisiana,Groundwater,Saline,Aquaculture,0.0,4530000
Maine,Groundwater,Saline,Aquaculture,0.0,1330000
Maryland,Groundwater,Saline,Aquaculture,0.0,5770000
Massachusetts,Groundwater,Saline,Aquaculture,0.0,6550000
Michigan,Groundwater,Saline,Aquaculture,0.0,9880000
Minnesota,Groundwater,Saline,Aquaculture,0.0,5300000
Mississippi,Groundwater,Saline,Aquaculture,0.0,2970000
Missouri,Groundwater,Saline,Aquaculture,0.0,5990000
Montana,Groundwater,Saline,Aquaculture,0.0,989000
Nebraska,Groundwater,Saline,Aquaculture,0.0,1830000
Nevada,Groundwater,Saline,Aquaculture,0.0,2700000
New Hampshire,Groundwater,Saline,Aquaculture,0.0,1320000
New Jersey,Groundwater,Saline,Aquaculture,0.0,8790000
New Mexico,Groundwater,Saline,Aquaculture,0.0,2060000
New York,Groundwater,Saline,Aquaculture,0.0,19400000
North Carolina,Groundwater,Saline,Aquaculture,0.0,9540000
North Dakota,Groundwater,Saline,Aquaculture,0.0,673000
Ohio,Groundwater,Saline,Aquaculture,0.0,11500000
Oklahoma,Groundwater,Saline,Aquaculture,0.0,3750000
Oregon,Groundwater,Saline,Aquaculture,0.0,3830000
Pennsylvania,Groundwater,Saline,Aquaculture,0.0,12700000
Rhode Island,Groundwater,Saline,Aquaculture,0.0,1050000
South Carolina,Groundwater,Saline,Aquaculture,0.0,4630000
South Dakota,Groundwater,Saline,Aquaculture,0.0,814000
Tennessee,Groundwater,Saline,Aquaculture,0.0,6350000
Texas,Groundwater,Saline,Aquaculture,0.0,25100000
Utah,Groundwater,Saline,Aquaculture,0.0,2760000
Vermont,Groundwater,Saline,Aquaculture,0.0,626000
Virginia,Groundwater,Saline,Aquaculture,0.0,8000000
Washington,Groundwater,Saline,Aquaculture,0.0,6720000
West Virginia,Groundwater,Saline,Aquaculture,0.0,1850000
Wisconsin,Groundwater,Saline,Aquaculture,0.0,5690000
Wyoming,Groundwater,Saline,Aquaculture,0.0,564000
Puerto Rico,Groundwater,Saline,Aquaculture,0.0,3730000
U.S. Virgin Islands,Groundwater,Saline,Aquaculture,0.0,106000
Alabama,Groundwater,Fresh,Aquaculture,34.0,4780000
Alaska,Groundwater,Fresh,Aquaculture,3.38,710000
Arizona,Groundwater,Fresh,Aquaculture,12.9,6390000
Arkansas,Groundwater,Fresh,Aquaculture,56.1,2920000
California,Groundwater,Fresh,Aquaculture,399.0,37300000
Colorado,Groundwater,Fresh,Aquaculture,3.45,5030000
Connecticut,Groundwater,Fresh,Aquaculture,6.28,3570000
Delaware,Groundwater,Fresh,Aquaculture,8.43,898000
District Of Columbia,Groundwater,Fresh,Aquaculture,0.0,602000
Florida,Groundwater,Fresh,Aquaculture,165.0,18800000
Georgia,Groundwater,Fresh,Aquaculture,206.0,9690000
Hawaii,Groundwater,Fresh,Aquaculture,4.63,1360000
Idaho,Groundwater,Fresh,Aquaculture,32.6,1570000
Illinois,Groundwater,Fresh,Aquaculture,124.0,12800000
Indiana,Groundwater,Fresh,Aquaculture,82.2,6480000
Iowa,Groundwater,Fresh,Aquaculture,123.0,3050000
Kansas,Groundwater,Fresh,Aquaculture,33.5,2850000
Kentucky,Groundwater,Fresh,Aquaculture,81.4,4340000
Louisiana,Groundwater,Fresh,Aquaculture,231.0,4530000
Maine,Groundwater,Fresh,Aquaculture,6.54,1330000
Maryland,Groundwater,Fresh,Aquaculture,11.3,5770000
Massachusetts,Groundwater,Fresh,Aquaculture,4.28,6550000
Michigan,Groundwater,Fresh,Aquaculture,75.0,9880000
Minnesota,Groundwater,Fresh,Aquaculture,61.8,5300000
Mississippi,Groundwater,Fresh,Aquaculture,77.8,2970000
Missouri,Groundwater,Fresh,Aquaculture,34.3,5990000
Montana,Groundwater,Fresh,Aquaculture,36.9,989000
Nebraska,Groundwater,Fresh,Aquaculture,28.8,1830000
Nevada,Groundwater,Fresh,Aquaculture,0.7,2700000
New Hampshire,Groundwater,Fresh,Aquaculture,10.6,1320000
New Jersey,Groundwater,Fresh,Aquaculture,34.8,8790000
New Mexico,Groundwater,Fresh,Aquaculture,10.3,2060000
New York,Groundwater,Fresh,Aquaculture,35.9,19400000
North Carolina,Groundwater,Fresh,Aquaculture,83.8,9540000
North Dakota,Groundwater,Fresh,Aquaculture,5.77,673000
Ohio,Groundwater,Fresh,Aquaculture,197.0,11500000
Oklahoma,Groundwater,Fresh,Aquaculture,6.46,3750000
Oregon,Groundwater,Fresh,Aquaculture,2.62,3830000
Pennsylvania,Groundwater,Fresh,Aquaculture,73.8,12700000
Rhode Island,Groundwater,Fresh,Aquaculture,4.17,1050000
South Carolina,Groundwater,Fresh,Aquaculture,22.7,4630000
South Dakota,Groundwater,Fresh,Aquaculture,6.85,814000
Tennessee,Groundwater,Fresh,Aquaculture,47.6,6350000
Texas,Groundwater,Fresh,Aquaculture,108.0,25100000
Utah,Groundwater,Fresh,Aquaculture,31.2,2760000
Vermont,Groundwater,Fresh,Aquaculture,2.0,626000
Virginia,Groundwater,Fresh,Aquaculture,74.2,8000000
Washington,Groundwater,Fresh,Aquaculture,99.4,6720000
West Virginia,Groundwater,Fresh,Aquaculture,35.1,1850000
Wisconsin,Groundwater,Fresh,Aquaculture,54.3,5690000
Wyoming,Groundwater,Fresh,Aquaculture,4.92,564000
Puerto Rico,Groundwater,Fresh,Aquaculture,4.3,3730000
U.S. Virgin Islands,Groundwater,Fresh,Aquaculture,0.22,106000
Alabama,Groundwater,Saline,Aquaculture,0.0,4780000
Alaska,Groundwater,Saline,Aquaculture,0.0,710000
Arizona,Groundwater,Saline,Aquaculture,0.0,6390000
Arkansas,Groundwater,Saline,Aquaculture,5.05,2920000
California,Groundwater,Saline,Aquaculture,0.0,37300000
Colorado,Groundwater,Saline,Aquaculture,0.0,5030000
Connecticut,Groundwater,Saline,Aquaculture,0.0,3570000
Delaware,Groundwater,Saline,Aquaculture,0.0,898000
District Of Columbia,Groundwater,Saline,Aquaculture,0.0,602000
Florida,Groundwater,Saline,Aquaculture,0.0,18800000
Georgia,Groundwater,Saline,Aquaculture,0.0,9690000
Hawaii,Groundwater,Saline,Aquaculture,0.0,1360000
Idaho,Groundwater,Saline,Aquaculture,0.0,1570000
Illinois,Groundwater,Saline,Aquaculture,0.0,12800000
Indiana,Groundwater,Saline,Aquaculture,0.0,6480000
Iowa,Groundwater,Saline,Aquaculture,0.0,3050000
Kansas,Groundwater,Saline,Aquaculture,0.0,2850000
Kentucky,Groundwater,Saline,Aquaculture,0.0,4340000
Louisiana,Groundwater,Saline,Aquaculture,0.0,4530000
Maine,Groundwater,Saline,Aquaculture,0.0,1330000
Maryland,Groundwater,Saline,Aquaculture,0.0,5770000
Massachusetts,Groundwater,Saline,Aquaculture,0.0,6550000
Michigan,Groundwater,Saline,Aquaculture,0.0,9880000
Minnesota,Groundwater,Saline,Aquaculture,0.0,5300000
Mississippi,Groundwater,Saline,Aquaculture,0.0,2970000
Missouri,Groundwater,Saline,Aquaculture,0.0,5990000
Montana,Groundwater,Saline,Aquaculture,0.0,989000
Nebraska,Groundwater,Saline,Aquaculture,0.0,1830000
Nevada,Groundwater,Saline,Aquaculture,0.0,2700000
New Hampshire,Groundwater,Saline,Aquaculture,0.0,1320000
New Jersey,Groundwater,Saline,Aquaculture,0.0,8790000
New Mexico,Groundwater,Saline,Aquaculture,0.0,2060000
New York,Groundwater,Saline,Aquaculture,0.0,19400000
North Carolina,Groundwater,Saline,Aquaculture,0.0,9540000
North Dakota,Groundwater,Saline,Aquaculture,0.0,673000
Ohio,Groundwater,Saline,Aquaculture,0.0,11500000
Oklahoma,Groundwater,Saline,Aquaculture,0.0,3750000
Oregon,Groundwater,Saline,Aquaculture,0.0,3830000
Pennsylvania,Groundwater,Saline,Aquaculture,0.0,12700000
Rhode Island,Groundwater,Saline,Aquaculture,0.0,1050000
South Carolina,Groundwater,Saline,Aquaculture,0.0,4630000
South Dakota,Groundwater,Saline,Aquaculture,0.0,814000
Tennessee,Groundwater,Saline,Aquaculture,0.0,6350000
Texas,Groundwater,Saline,Aquaculture,2.04,25100000
Utah,Groundwater,Saline,Aquaculture,37.5,2760000
Vermont,Groundwater,Saline,Aquaculture,0.0,626000
Virginia,Groundwater,Saline,Aquaculture,0.02,8000000
Washington,Groundwater,Saline,Aquaculture,0.0,6720000
West Virginia,Groundwater,Saline,Aquaculture,3.8,1850000
Wisconsin,Groundwater,Saline,Aquaculture,0.0,5690000
Wyoming,Groundwater,Saline,Aquaculture,0.0,564000
Puerto Rico,Groundwater,Saline,Aquaculture,0.0,3730000
U.S. Virgin Islands,Groundwater,Saline,Aquaculture,0.0,106000
Alabama,Groundwater,Fresh,Mining,12.7,4780000
Alaska,Groundwater,Fresh,Mining,0.01,710000
Arizona,Groundwater,Fresh,Mining,86.6,6390000
Arkansas,Groundwater,Fresh,Mining,0.18,2920000
California,Groundwater,Fresh,Mining,24.1,37300000
Colorado,Groundwater,Fresh,Mining,5.46,5030000
Connecticut,Groundwater,Fresh,Mining,0.92,3570000
Delaware,Groundwater,Fresh,Mining,0.44,898000
District Of Columbia,Groundwater,Fresh,Mining,0.0,602000
Florida,Groundwater,Fresh,Mining,78.8,18800000
Georgia,Groundwater,Fresh,Mining,19.3,9690000
Hawaii,Groundwater,Fresh,Mining,1.4,1360000
Idaho,Groundwater,Fresh,Mining,1.28,1570000
Illinois,Groundwater,Fresh,Mining,15.5,12800000
Indiana,Groundwater,Fresh,Mining,4.52,6480000
Iowa,Groundwater,Fresh,Mining,1.53,3050000
Kansas,Groundwater,Fresh,Mining,9.34,2850000
Kentucky,Groundwater,Fresh,Mining,7.8,4340000
Louisiana,Groundwater,Fresh,Mining,5.32,4530000
Maine,Groundwater,Fresh,Mining,1.14,1330000
Maryland,Groundwater,Fresh,Mining,7.25,5770000
Massachusetts,Groundwater,Fresh,Mining,1.82,6550000
Michigan,Groundwater,Fresh,Mining,10.1,9880000
Minnesota,Groundwater,Fresh,Mining,8.32,5300000
Mississippi,Groundwater,Fresh,Mining,8.23,2970000
Missouri,Groundwater,Fresh,Mining,24.4,5990000
Montana,Groundwater,Fresh,Mining,1.73,989000
Nebraska,Groundwater,Fresh,Mining,0.09,1830000
Nevada,Groundwater,Fresh,Mining,341.0,2700000
New Hampshire,Groundwater,Fresh,Mining,0.01,1320000
New Jersey,Groundwater,Fresh,Mining,1.73,8790000
New Mexico,Groundwater,Fresh,Mining,27.4,2060000
New York,Groundwater,Fresh,Mining,8.34,19400000
North Carolina,Groundwater,Fresh,Mining,27.8,9540000
North Dakota,Groundwater,Fresh,Mining,8.73,673000
Ohio,Groundwater,Fresh,Mining,79.0,11500000
Oklahoma,Groundwater,Fresh,Mining,4.75,3750000
Oregon,Groundwater,Fresh,Mining,7.47,3830000
Pennsylvania,Groundwater,Fresh,Mining,51.4,12700000
Rhode Island,Groundwater,Fresh,Mining,0.43,1050000
South Carolina,Groundwater,Fresh,Mining,6.69,4630000
South Dakota,Groundwater,Fresh,Mining,7.22,814000
Tennessee,Groundwater,Fresh,Mining,6.89,6350000
Texas,Groundwater,Fresh,Mining,122.0,25100000
Utah,Groundwater,Fresh,Mining,2.59,2760000
Vermont,Groundwater,Fresh,Mining,0.32,626000
Virginia,Groundwater,Fresh,Mining,6.56,8000000
Washington,Groundwater,Fresh,Mining,13.4,6720000
West Virginia,Groundwater,Fresh,Mining,5.53,1850000
Wisconsin,Groundwater,Fresh,Mining,10.9,5690000
Wyoming,Groundwater,Fresh,Mining,37.1,564000
Puerto Rico,Groundwater,Fresh,Mining,1.43,3730000
U.S. Virgin Islands,Groundwater,Fresh,Mining,0.0,106000
Alabama,Groundwater,Saline,Mining,0.0,4780000
Alaska,Groundwater,Saline,Mining,144.0,710000
Arizona,Groundwater,Saline,Mining,0.0,6390000
Arkansas,Groundwater,Saline,Mining,0.0,2920000
California,Groundwater,Saline,Mining,236.0,37300000
Colorado,Groundwater,Saline,Mining,19.4,5030000
Connecticut,Groundwater,Saline,Mining,0.0,3570000
Delaware,Groundwater,Saline,Mining,0.0,898000
District Of Columbia,Groundwater,Saline,Mining,0.0,602000
Florida,Groundwater,Saline,Mining,0.0,18800000
Georgia,Groundwater,Saline,Mining,0.0,9690000
Hawaii,Groundwater,Saline,Mining,0.0,1360000
Idaho,Groundwater,Saline,Mining,0.0,1570000
Illinois,Groundwater,Saline,Mining,25.5,12800000
Indiana,Groundwater,Saline,Mining,0.0,6480000
Iowa,Groundwater,Saline,Mining,0.0,3050000
Kansas,Groundwater,Saline,Mining,0.0,2850000
Kentucky,Groundwater,Saline,Mining,0.0,4340000
Louisiana,Groundwater,Saline,Mining,0.0,4530000
Maine,Groundwater,Saline,Mining,0.0,1330000
Maryland,Groundwater,Saline,Mining,0.0,5770000
Massachusetts,Groundwater,Saline,Mining,0.0,6550000
Michigan,Groundwater,Saline,Mining,0.57,9880000
Minnesota,Groundwater,Saline,Mining,0.0,5300000
Mississippi,Groundwater,Saline,Mining,12.6,2970000
Missouri,Groundwater,Saline,Mining,0.0,5990000
Montana,Groundwater,Saline,Mining,18.6,989000
Nebraska,Groundwater,Saline,Mining,0.13,1830000
Nevada,Groundwater,Saline,Mining,0.95,2700000
New Hampshire,Groundwater,Saline,Mining,0.0,1320000
New Jersey,Groundwater,Saline,Mining,0.0,8790000
New Mexico,Groundwater,Saline,Mining,0.0,2060000
New York,Groundwater,Saline,Mining,0.0,19400000
North Carolina,Groundwater,Saline,Mining,0.0,9540000
North Dakota,Groundwater,Saline,Mining,13.6,673000
Ohio,Groundwater,Saline,Mining,0.0,11500000
Oklahoma,Groundwater,Saline,Mining,1400.0,3750000
Oregon,Groundwater,Saline,Mining,0.0,3830000
Pennsylvania,Groundwater,Saline,Mining,0.0,12700000
Rhode Island,Groundwater,Saline,Mining,0.0,1050000
South Carolina,Groundwater,Saline,Mining,0.0,4630000
South Dakota,Groundwater,Saline,Mining,0.0,814000
Tennessee,Groundwater,Saline,Mining,0.0,6350000
Texas,Groundwater,Saline,Mining,810.0,25100000
Utah,Groundwater,Saline,Mining,41.6,2760000
Vermont,Groundwater,Saline,Mining,0.0,626000
Virginia,Groundwater,Saline,Mining,0.0,8000000
Washington,Groundwater,Saline,Mining,0.0,6720000
West Virginia,Groundwater,Saline,Mining,1.02,1850000
Wisconsin,Groundwater,Saline,Mining,0.0,5690000
Wyoming,Groundwater,Saline,Mining,67.1,564000
Puerto Rico,Groundwater,Saline,Mining,0.32,3730000
U.S. Virgin Islands,Groundwater,Saline,Mining,0.0,106000
Alabama,Groundwater,Fresh,Thermoelectric,0.0,4780000
Alaska,Groundwater,Fresh,Thermoelectric,2.19,710000
Arizona,Groundwater,Fresh,Thermoelectric,77.3,6390000
Arkansas,Groundwater,Fresh,Thermoelectric,4.26,2920000
California,Groundwater,Fresh,Thermoelectric,33.1,37300000
Colorado,Groundwater,Fresh,Thermoelectric,16.8,5030000
Connecticut,Groundwater,Fresh,Thermoelectric,0.0,3570000
Delaware,Groundwater,Fresh,Thermoelectric,0.37,898000
District Of Columbia,Groundwater,Fresh,Thermoelectric,0.0,602000
Florida,Groundwater,Fresh,Thermoelectric,43.5,18800000
Georgia,Groundwater,Fresh,Thermoelectric,2.92,9690000
Hawaii,Groundwater,Fresh,Thermoelectric,53.2,1360000
Idaho,Groundwater,Fresh,Thermoelectric,0.88,1570000
Illinois,Groundwater,Fresh,Thermoelectric,5.65,12800000
Indiana,Groundwater,Fresh,Thermoelectric,24.6,6480000
Iowa,Groundwater,Fresh,Thermoelectric,21.2,3050000
Kansas,Groundwater,Fresh,Thermoelectric,11.2,2850000
Kentucky,Groundwater,Fresh,Thermoelectric,15.3,4340000
Louisiana,Groundwater,Fresh,Thermoelectric,41.1,4530000
Maine,Groundwater,Fresh,Thermoelectric,0.96,1330000
Maryland,Groundwater,Fresh,Thermoelectric,2.25,5770000
Massachusetts,Groundwater,Fresh,Thermoelectric,0.21,6550000
Michigan,Groundwater,Fresh,Thermoelectric,4.12,9880000
Minnesota,Groundwater,Fresh,Thermoelectric,2.34,5300000
Mississippi,Groundwater,Fresh,Thermoelectric,50.0,2970000
Missouri,Groundwater,Fresh,Thermoelectric,19.9,5990000
Montana,Groundwater,Fresh,Thermoelectric,0.85,989000
Nebraska,Groundwater,Fresh,Thermoelectric,5.25,1830000
Nevada,Groundwater,Fresh,Thermoelectric,17.9,2700000
New Hampshire,Groundwater,Fresh,Thermoelectric,1.02,1320000
New Jersey,Groundwater,Fresh,Thermoelectric,1.57,8790000
New Mexico,Groundwater,Fresh,Thermoelectric,9.59,2060000
New York,Groundwater,Fresh,Thermoelectric,2.39,19400000
North Carolina,Groundwater,Fresh,Thermoelectric,0.37,9540000
North Dakota,Groundwater,Fresh,Thermoelectric,0.0,673000
Ohio,Groundwater,Fresh,Thermoelectric,23.0,11500000
Oklahoma,Groundwater,Fresh,Thermoelectric,1.26,3750000
Oregon,Groundwater,Fresh,Thermoelectric,1.48,3830000
Pennsylvania,Groundwater,Fresh,Thermoelectric,4.49,12700000
Rhode Island,Groundwater,Fresh,Thermoelectric,0.0,1050000
South Carolina,Groundwater,Fresh,Thermoelectric,4.86,4630000
South Dakota,Groundwater,Fresh,Thermoelectric,3.34,814000
Tennessee,Groundwater,Fresh,Thermoelectric,1.78,6350000
Texas,Groundwater,Fresh,Thermoelectric,38.8,25100000
Utah,Groundwater,Fresh,Thermoelectric,24.0,2760000
Vermont,Groundwater,Fresh,Thermoelectric,0.74,626000
Virginia,Groundwater,Fresh,Thermoelectric,1.55,8000000
Washington,Groundwater,Fresh,Thermoelectric,1.57,6720000
West Virginia,Groundwater,Fresh,Thermoelectric,1.4,1850000
